81558	FAM117A	-0.5251	-0.962378129698	2.2e-08	0.000318896	
83850	ESYT3	-0.520	-0.960933885823	3.8e-08	0.000318896	
648791	PPP1R3G	0.4774	0.944953130329	8.4e-08	0.000469952	
284439	SLC25A42	-0.45418	-0.936663213729	1.2e-07	0.00050352	
1586	CYP17A1	-0.4690	-0.943161586332	1.9e-07	0.000551474285714	
64841	GNPNAT1	0.4633	0.939027660991	2.2e-07	0.000551474285714	
22943	DKK1	0.41933	0.916322399386	2.3e-07	0.000551474285714	
30001	ERO1L	0.4437	0.929755451298	2.8e-07	0.00058744	
54443	ANLN	0.4440	0.929907124094	3.5e-07	0.000652711111111	
58473	PLEKHB1	-0.4292	-0.92405206646	3.9e-07	0.000654576	
6513	SLC2A1	0.47305	0.943187365802	4.4e-07	0.00067136	
84951	TNS4	0.4650	0.939773599446	5.2e-07	0.000727306666667	
171177	RHOV	0.4311	0.923092024265	5.9e-07	0.000761735384615	
29116	MYLIP	-0.3988	-0.905437860087	8.9e-07	0.00106698285714	
2788	GNG7	-0.4194	-0.918472221577	1.1e-06	0.00123082666667	
9824	ARHGAP11A	0.4307	0.922870840123	1.2e-06	0.0012588	
3161	HMMR	0.40729	0.908809789706	1.4e-06	0.0012588	
27124	INPP5J	-0.43888	-0.929202414396	1.5e-06	0.0012588	
5347	PLK1	0.3870	0.894677769877	1.5e-06	0.0012588	
55244	SLC47A1	-0.4233	-0.920738311203	1.5e-06	0.0012588	
9413	FAM189A2	-0.4291	-0.923997025698	1.8e-06	0.00132873333333	
10265	IRX5	-0.4021	-0.907651697394	1.8e-06	0.00132873333333	
56938	ARNTL2	0.4401	0.92791053735	1.9e-06	0.00132873333333	
8601	RGS20	0.3914	0.897908173223	1.9e-06	0.00132873333333	
2523	FUT1	-0.42263	-0.920353350945	2.1e-06	0.001409856	
9928	KIF14	0.3892	0.896304862572	2.3e-06	0.00148473846154	
5164	PDK2	-0.42505	-0.921735407166	2.8e-06	0.00174056296296	
84985	FAM83A	0.4236	0.918841785591	3.1e-06	0.00179415172414	
163255	ZNF540	-0.4071	-0.910912237904	3.1e-06	0.00179415172414	
286887	KRT6C	0.40856	0.909631592563	3.6e-06	0.00194065	
9787	DLGAP5	0.3807	0.889884026409	3.7e-06	0.00194065	
10642	IGF2BP1	0.3906	0.897327883442	3.7e-06	0.00194065	
222166	C7orf41	-0.3918	-0.900573814132	4.0e-06	0.00195813333333	
2526	FUT4	0.40591	0.90790874114	4.2e-06	0.00195813333333	
2590	GALNT2	0.39793	0.902530006432	4.2e-06	0.00195813333333	
92086	GGTLC1	-0.4240	-0.921138602761	4.2e-06	0.00195813333333	
27165	GLS2	-0.4003	-0.906450334419	4.4e-06	0.00199593513514	
114904	C1QTNF6	0.3831	0.891733975055	4.8e-06	0.00206572307692	
65975	STK33	-0.3743	-0.887357066545	4.8e-06	0.00206572307692	
8418	CMAH	-0.3907	-0.899788218211	5.1e-06	0.00213996	
26499	PLEK2	0.39196	0.898312528173	5.5e-06	0.00215273043478	
1154	CISH	-0.39398	-0.902113507624	5.6e-06	0.00215273043478	
2707	GJB3	0.4107	0.911000422894	5.7e-06	0.00215273043478	
200942	KLHDC8B	-0.3737	-0.886875805638	5.8e-06	0.00215273043478	
200407	CREG2	0.3762	0.886334892218	5.9e-06	0.00215273043478	
27076	LYPD3	0.3844	0.892723758826	5.9e-06	0.00215273043478	
3939	LDHA	0.37988	0.889245165185	6.9e-06	0.00246403404255	
143458	LDLRAD3	0.37567	0.885909874157	7.2e-06	0.0025176	
9055	PRC1	0.37253	0.883361070373	7.4e-06	0.00253472653061	
2597	GAPDH	0.3765	0.886574808575	8.0e-06	0.00259676981132	
891	CCNB1	0.3815	0.890503959939	8.1e-06	0.00259676981132	
7416	VDAC1	0.38264	0.891381686086	8.1e-06	0.00259676981132	
9156	EXO1	0.3665	0.878315998244	8.2e-06	0.00259676981132	
7561	ZNF14	-0.3940	-0.902127528019	8.5e-06	0.00264192592593	
3131	HLF	-0.3952	-0.902965274065	8.7e-06	0.00265492363636	
18	ABAT	-0.3506	-0.866813047251	9.2e-06	0.00269644590164	
401548	SNX30	-0.3792	-0.891215878218	9.6e-06	0.00269644590164	
7562	ZNF708	-0.4011	-0.906986097463	9.7e-06	0.00269644590164	
163051	ZNF709	-0.3934	-0.901706086546	9.7e-06	0.00269644590164	
1512	CTSH	-0.3892	-0.898707471716	9.8e-06	0.00269644590164	
163050	ZNF564	-0.3712	-0.884849675588	9.8e-06	0.00269644590164	
259266	ASPM	0.3628	0.875120038681	1.1e-05	0.00288475	
135228	CD109	0.3689	0.880347985589	1.1e-05	0.00288475	
3633	INPP5B	-0.36755	-0.881830270592	1.1e-05	0.00288475	
23062	GGA2	-0.3829	-0.894046762326	1.2e-05	0.00291895652174	
4923	NTSR1	0.4015	0.904972175723	1.2e-05	0.00291895652174	
11339	OIP5	0.3538	0.867016362709	1.2e-05	0.00291895652174	
79801	SHCBP1	0.3497	0.863164931962	1.2e-05	0.00291895652174	
284390	ZNF763	-0.4098	-0.912627004209	1.2e-05	0.00291895652174	
374907	B3GNT8	-0.4061	-0.910269032908	1.3e-05	0.00307312676056	
441869	LOC441869	-0.38109	-0.892670720657	1.3e-05	0.00307312676056	
