10781	ZNF266	-0.4161	-0.967959869272	1.5e-07	0.0024978	
5648	MASP1	-0.3538	-0.941445890955	2.1e-06	0.0116564	
23113	CUL9	-0.3449	-0.936226703115	2.5e-06	0.0116564	
51390	AIG1	0.3462	0.942207462392	2.8e-06	0.0116564	
80726	KIAA1683	-0.3601	-0.944887474376	3.9e-06	0.01298856	
1948	EFNB2	0.3416	0.93952804862	6.1e-06	0.016652	
1951	CELSR3	-0.3377	-0.931677830702	7.0e-06	0.016652	
89846	FGD3	-0.3465	-0.937197062528	0.00001	0.016652	
9643	MORF4L2	0.3458	0.941979117028	0.00001	0.016652	
7535	ZAP70	-0.3319	-0.927787327892	0.00001	0.016652	
22943	DKK1	0.3142	0.920900872553	1.5e-05	0.0222026666667	
5609	MAP2K7	-0.3167	-0.916554614838	1.6e-05	0.0222026666667	
5230	PGK1	0.3197	0.925035518704	1.9e-05	0.0243375384615	
51281	ANKMY1	-0.3205	-0.919510379192	2.3e-05	0.0273568571429	
5988	RFPL1	-0.3506	-0.939618833984	2.5e-05	0.0277533333333	
3251	HPRT1	0.3109	0.91831602547	2.9e-05	0.03018175	
283130	SLC25A45	-0.3112	-0.912092095504	4.6e-05	0.0372221176471	
284390	ZNF763	-0.3271	-0.924407139616	0.00005	0.0372221176471	
23478	SEC11A	0.3168	0.922881999253	5.1e-05	0.0372221176471	
171169	SPACA4	-0.3169	-0.916712737211	5.1e-05	0.0372221176471	
91272	BOD1	0.310	0.917597145942	5.9e-05	0.0372221176471	
10617	STAMBP	0.2989	0.908218776324	0.00006	0.0372221176471	
10963	STIP1	0.2960	0.905605847709	6.1e-05	0.0372221176471	
64760	FAM160B2	-0.3012	-0.903389364866	6.2e-05	0.0372221176471	
54499	TMCO1	0.2793	0.889132058236	6.2e-05	0.0372221176471	
84978	FRMD5	0.3037	0.912392917736	6.3e-05	0.0372221176471	
124995	MRPL10	0.2950	0.904688552254	6.5e-05	0.0372221176471	
147138	TMC8	-0.3040	-0.905905389807	6.8e-05	0.0372221176471	
79230	ZNF557	-0.3044	-0.906259698014	0.00007	0.0372221176471	
723972	LOC723972	0.3028	0.911624311962	7.1e-05	0.0372221176471	
5110	PCMT1	0.3118	0.919028898335	7.2e-05	0.0372221176471	
645432	ARRDC5	-0.3144	-0.914715452972	7.4e-05	0.0372221176471	
10953	TOMM34	0.3024	0.911280648667	7.4e-05	0.0372221176471	
55450	CAMK2N1	0.3073	0.91540400754	7.6e-05	0.0372221176471	
51588	PIAS4	-0.3054	-0.907139926575	0.00008	0.0379295555556	
8698	S1PR4	-0.3004	-0.902658848757	8.2e-05	0.0379295555556	
6954	TCP11	-0.3404	-0.933419220494	8.8e-05	0.0387159	
